review_description,rating,company
ممتاز والله مافي أحسن منه,positive,talbat
راضا جدااا,positive,talbat
جميل و روعة,positive,talbat
يتاخر كثير ساعتين يحتاج لحد ما يوصل الطلب مع العلم انه المطعم و البيت داخل المعبيلة,negative,talbat
التطبيق جميل😍😍😍😍,positive,talbat
Very easy and nice,positive,talbat
ممتازة للغاية,positive,talbat
زفت حتى المنطقه اللي انا فيها موا موجودة (جبيهة _ حي المنصور),negative,talbat
اتطبيق نار 🔥🔥,positive,talbat
هيا هيا غنو معي يا الله يا الله غنو معي,positive,talbat
جدااا مريح ومفيد,positive,talbat
٥٥٥٥,positive,talbat
ممتاز جدااا انصح به,positive,talbat
قخعقق4دفق ف دد ددخهخدخهدد6دخد4هدد6عد53غغفخددخف,negative,talbat
مره حلو اتصح التنزيل,positive,talbat
لازم التوصيل مجانا .,positive,talbat
❤️❤️❤️❤️❤️❤️❤️❤️😏,positive,talbat
روعه روعه 😍😍😍,positive,talbat
دايم,positive,talbat
برنامج جيد وسريع,positive,talbat
يمي يمي يبغاله تعديل ومرونه في بعض المطاعم,positive,talbat
تطبيق جميل فقط يحتاج صور الاطعمه,positive,talbat
البرنامج استخدمه في دول الخليج الكويت ودبي والمنامة برنامج جميل بس ياليت زيازة الخدمات فيه مثل البقالة والاشيا الاستهلاكية مثل الهدايا,positive,talbat
اسرع ما يكون,positive,talbat
Its very fain,positive,talbat
سيء في التوصيل سيء في التعامل,negative,talbat
انه جيد جدا,neutral,talbat
صراحه ممتاز جدا افضل تطبيق طلبات,positive,talbat
هذا التطبيق سهل لي الطلب و اختيار الوجبات و انا بالبيت,positive,talbat
"هو كل السائقين اللي يشتغلون في هذا التطبيق وقحيين كذا دايم ؟؟ ولا يقدرون يستخدمون اللوكيشين بعد ، واضح مافي رقابة عليهم+سرق عيني عينك",negative,talbat
افضل م الابلكيشنات الثانيه دقه ف كل النواحي,positive,talbat
سهل عملية الطلب من المطاعم,positive,talbat
اصيل هاميم سر الحياه تحميل,negative,talbat
طلبت ما وصل طلبي,negative,talbat
كفووووو,positive,talbat
كيف يمكنني العمل لديكم توصيل طلبات ؟,positive,talbat
جيد جدا و سريع,positive,talbat
مطعم,positive,talbat
تطبيق في غاية السهوله الحنيه والرقه,positive,talbat
ماهو زين,negative,talbat
لذيذ لكن يصل متاخر ويوجد بعض من المطاعم غش,neutral,talbat
ممتاز وسريع في توصيل الطلبات,positive,talbat
حلو مرااااه😍,positive,talbat
من افضل برامج التوصيل وثقة وبرنامجهم سهل وبسيط,positive,talbat
أفضل واحسن تطبيق موجود في هذا القرن 😋😋😋😋😋😋,positive,talbat
فنان والله,positive,talbat
التطبيق مفيد للناس و وقت تشوف الاعلان بطلع شي رهيب جدا لكن عندما يوصل لك الطعام يكون مختلف تماما عن الاعلان ويكون ايضا الطعام بارد,neutral,talbat
مافي مصر في البلاد المقترحه,negative,talbat
تطبيق ممتاز و خدمه العملاء عندهم محترمين جدا انصح الكل بتحميله,positive,talbat
جدا جميييل,positive,talbat
البرنامج لايعمل يظهر خطأ بالاتصال بالشبكه واحياناً عدم ظهور قائمة المطاعم ؟؟,negative,talbat
سي جدآ جدآ جدآ مش هيك والله التاخير,negative,talbat
افضل برنامج توصيل طلبات,positive,talbat
بعض المطاعم لازم تنلغي من البرنامج لانها في مستوى سيئ جدا جدا جدا المفروض ما يكون الموضوع ربحي فقط لأصحاب البرنامج . لازم يكون في جوده ومستوى ممتاز للمطاعم وشكرا,positive,talbat
ماشاءالله روووعة,positive,talbat
مافي توصيل في المنطقة التي انا اسكن فيها يا ريت تعملو توصيل الى المنطقة هي الاردن (الضليل),negative,talbat
نمممىةللللللء ؤةذ رذو ذبو بذتزب للل,positive,talbat
❤❤❤👌🏻,positive,talbat
حلو بس ما فيه تتبع الطلب,positive,talbat
من افضل البرامج,positive,talbat
ج ي د,positive,talbat
راحة بال,positive,talbat
اقيم ٤من ٥ لآن بعض الأوقات يجي الطلب ناقص او متآتخر بس التطبيق حلو,positive,talbat
برنامج حلوا جدا اطلب وانا في بيتي,positive,talbat
اطلق طلبات,positive,talbat
ليش ما يفتح التطبيق,negative,talbat
رائع جدا لا يحتاج رصيد,positive,talbat
انه تطبيق جدا سريع في توصيل الطالبات ومالام معنا فيجميع الاحوال,positive,talbat
ولله طلبات جميل جدنننننن,positive,talbat
تطبيق ممتاز لقد اعجبني♥️♥️♥️,positive,talbat
كيف اعرف انه تم تنفيذ طلبي مع العلم اني اكدت الطلب بس ماجاني شي,negative,talbat
ازفت مطعم فالعالم,negative,talbat
احلا مطعم ولاسعار تجنن,positive,talbat
ممتاز التطبيق والتوصيل سريع وأسعار التوصيل معقوله,positive,talbat
ممتاز جدا وما يتاخر 👌👍,positive,talbat
سهل وسلس في التعامل,positive,talbat
يتاخر وايد,neutral,talbat
للأسف برنامج طلبات لا يهتم بشكوى العميل بعد عملية الشراء.. قدمت شكوى ولكنهم لم يهتموا بحجة انه اتصلنا بك ولم ترد مع أني عاودت الاتصال بهم بنفس اللحظة والموظف يرد عليي انتظر فرع عمان,negative,talbat
سيئه لاكن طعم حلو,positive,talbat
جميل جداً جداً جداً والله😋,positive,talbat
ممتاز ولكن يحتاج لعروض جذب في دبي بسبب ارتفاع أسعار وجبات المطاعم,positive,talbat
حلة برنامج والله نزلو شوفو,positive,talbat
التوصيل ممتاز والأكل لذييييذ😘👍👍👍👍,positive,talbat
زباله لازم يكتبو المطاعم المغلقه حاليا مش نختار بعدين يستهبلو انو مغلق,negative,talbat
تطبيق ممتاز وسريع,positive,talbat
سريع الخدمه,positive,talbat
👏💛,positive,talbat
تأخير في طلب,positive,talbat
جميله جداً 💙,positive,talbat
تطبيق باايخ لدرجه ان انا كنت جاي من مسندم طلبت وما وصل ابد واتصل بخدمة العملاء مايردو ارجو تصليح اي خلل في التطبيقات الزفته,negative,talbat
لا يوجد قسائم شرائيه !!!!,positive,talbat
رهيب نار,positive,talbat
رائع جدا و أشكر على وجود هذا التطبيق الأكثر من رائع,positive,talbat
يجنن❤️😊,positive,talbat
برنامج توصيل جميل وفيه عروض جيده,positive,talbat
❤❤❤❤❤❤❤❤❤🇴🇲❤❤❤❤🇴🇲,positive,talbat
عربي جمع فكرة! ! عملها باحتراف ومهنيه وجودة عالميه انتج منها تطبيق! !مهني+ ربحي+خيري وينجح به بامتياز ???شكرا لك,positive,talbat
تطبيق مميز وجميل وسريع شكرآ طلبات❤❤,positive,talbat
حلو جدا و بيساعدني لاني ساكنه في مكان مفيهوش خدمات تماما شكرا للخدمه الممتازه ... ولاكن لا انصح بتعامل مع مطعم kfc بسبب سوء خدمتهم من خلال التطبيق.,positive,talbat
راىع جداً,positive,talbat
من أفضل برامج ومواقع التوصيل دقة فالطلب وسرعة بالتوصيل وبكل أمانة انصح به 🖒🖒🖒🖒,positive,talbat
its very good,positive,talbat
من اقوى البرامج,positive,talbat
لا ينوصف,positive,talbat
🤤🤤😯😯😯رائع ممتاز جدا هذا التطبيق,positive,talbat
التعامل مع البرنامج مريح ..,positive,talbat
عصير تايم ممكن اتنزلون عصير M94 OK,positive,talbat
سريع وممتاز,positive,talbat
تطبيق ممتاز بس لو تخفضون سعر التوصيل 🤩🤩🤩,positive,talbat
ممتاز ما حصلت اي مشاكل /سلطنة عمان,positive,talbat
خدمة ممتازه ولا اروع من جذي شفة,positive,talbat
perfect,positive,talbat
حملت التطبيق اول مره وانتظرت 10 دقائق ليفتح ما فتح ثم حذفته و رجعت نزلته و فتحته مرتين كل مره 5 دقائق وما فتح انا حرفيا ضيعت 20 دقيقة!,negative,talbat
ممتاز سريع افضل 💋,positive,talbat
حلو بس المشكله 😂😂😂,positive,talbat
انشالله تنجحون,positive,talbat
اخيس شيء مايوصل كنتاكي جابر الاحمد,negative,talbat
خربان طلبات مايشتغل,negative,talbat
مطعم انترنتي,positive,talbat
افضل تطبيق ع الاطلاق وافضل من برامج الدغايات مثل هنقرستيشن وشلتها,positive,talbat
سيء جداً.. لا يتم تعويضك عن أي خطأ يحدث,negative,talbat
جميل جدا وسريعع,positive,talbat
انه راءع وجيد,positive,talbat
شكرا لانكم سبب لزياة اوزاننا 🤪💔,positive,talbat
🤩 200 to 200,positive,talbat
كان برنامج ممتاز الاكل صاخن,positive,talbat
😍جدا مفيد,positive,talbat
برنامج جميل جدا .. يجعل مجموعة كبيرة جدا من المطاعم بين يديك,positive,talbat
اسعاركم غاليه,negative,talbat
تجربة جيدة ومريحة,positive,talbat
تطبيق ممتاز للغايه وسهل الاستخدام,positive,talbat
احسن برنامج للاكل,positive,talbat
البرنامج حلو بس لو تخلو في قسيمة خصم,positive,talbat
نشر,positive,talbat
ةخفخي ب ع بس هلئ مرحباً مليون مره ثانيه أن شاء الله يومين بعد المغرب ان شاء اللة يبارك فيك يا ابو احمد الغالي مرحبا مليون مبروك بك في,positive,talbat
ممتاز ويوصل الاكل حار ولا مره غلطول بالطلب,positive,talbat
👍bla bla bla 🤪,positive,talbat
سويت كل شيء في للاهير ( الاملزون مشغول جرب مطاعم اخرى ),negative,talbat
ممتازه جداً,positive,talbat
ممتاز واسرع من غيره,positive,talbat
عجيب بس يتأخر وايد و يجي بارد,positive,talbat
💓💓,positive,talbat
woow,positive,talbat
حلو وسريع اتوصيل,positive,talbat
احلى تطبيق وينكم من زمان,positive,talbat
طريقة البحث بالموقع ممتازه وسهله,positive,talbat
والله طلبت اكثر من مرة واسعار التوصيل مرة رخيصة,positive,talbat
التطبيق حلو بس كنتاكي زي الزفت يحط الصلطةبيظة,positive,talbat
ممتاز جيد جدان,positive,talbat
مابستاهل اي نجمة استخدمت البرنامج اكثر من أربع مرات النوصيل للطلب كله خطأ و لايوجد شكوى او ترجيع للطلب خدمة رديئة جداً,negative,talbat
جيد❤❤,positive,talbat
برنامج كلش فاشل م يشتغل كل وقت,negative,talbat
.👌👌,positive,talbat
خخخخخخخخخييييسسسس,negative,talbat
موقع جميل جدا,positive,talbat
خدمات رأعة,positive,talbat
تطبيق لا يعمل !!!,negative,talbat
🤴,positive,talbat
عند توصيل الأكل يتم أخذ مبلغ بالزيادة عن الفاتورة المستحقة للدفع,negative,talbat
تجربة سيئة والمطاعم غير مهتمين بيه ولاينفذون طلباته,negative,talbat
شكرا طلبات🖐,positive,talbat
تطبييق جدا راااائع,positive,talbat
amaazziinngg,positive,talbat
ممتازين ويعطونك حقك اذا غلطو مو مثل التطبيق الغبي هنقرستيشن,positive,talbat
لما بيعطو كود خصم ما بشتغل الا ازا دفعت عن طريق الفيزا ليش ؟,negative,talbat
اصلا ما يشتغل اغبياء,negative,talbat
نكهات الشاورمة 94119661,positive,talbat
ماد ري,positive,talbat
رئع وجميل واكلهم مره حلو اهنيكم,positive,talbat
حلوووووووو,positive,talbat
واو اجمل الطعام الساخن,positive,talbat
best choice,positive,talbat
جيد جداً 😘😘,positive,talbat
ماي وصلون حد بيتنا,negative,talbat
١١١ض١ض,negative,talbat
"""احسن تطبيق في الكون""",positive,talbat
سريع التوصيل واشكر امه والله ياكنت جيعان وصلني الطلب مثل ماابي شكر,positive,talbat
التطبيق ممتاز وافضل التعامل مع بيتزاهت وبيرجر كنج وكنتاكي وأسوأها مع ماكدونالدز,positive,talbat
برنامج غير الكثير في حياتنا 👍,positive,talbat
اني آسفة على هذا التعليق المسيئ,negative,talbat
بيجين,positive,talbat
Co mpletely,positive,talbat
جميل وسريك وممتاش وساعد حياتي كله,positive,talbat
عجيب👍,negative,talbat
سرعه التوصيل والسعر معقول في التوصيل,positive,talbat
دائما هو اختياري,positive,talbat
تجرية سيئه جدا .. اسوء تطبسق ممكن تتعامل معاه ممكن طلبك باقي دقايق ويوصل يلغون طلبك فجأه واذا دافع كريدت فلوسك راحت عليك .. بداتوقع انه غير مرخص وغير احترافء ولا عندهم مسؤول تكلمه ولا ايميل ترسله فيه شعور بالريبه اتجاه هذا التطبيق يخوف,negative,talbat
فاشل ماينفع ولا بريال,negative,talbat
يتأخر جدآ,neutral,talbat
برنامج ممتاز لايعلى عليهه 🌹.,positive,talbat
بطئ التوصيل,positive,talbat
اااخول,positive,talbat
تحربة كانت مذهله ولا استغنى عنه بجميع اوقاتي ومناسباتي,positive,talbat
حبيت تطبيقكم,positive,talbat
افضل تطبيق لتوصيل المطاعم وانصح به وامدحه كثيرا,positive,talbat
😘✌,positive,talbat
والله مايستاهل حتى النجمه,negative,talbat
خدمه جيده وسريعه,positive,talbat
تطبيق ممتاز و عملي,positive,talbat
اروع تطبيق حبيت كتيرررررر 😘❤,positive,talbat
مرره ممتازه,positive,talbat
طلبات اكثر من روعة وشي حلو المطاعم الي بدنياها موجودة وخاصة للناس المكسلين الي مو قادرين يطلعو يجيبو اكل وهنن جوعانين😍 شكرا طلبات,positive,talbat
اتمني عمل تتبع للطلب,positive,talbat
يو صل سريع,positive,talbat
اسوء برنامج شفته سيئ للغايه ناس ما تعرف تتصرف,negative,talbat
هذا التطبيق لا يوصل لكل المنطق فقط مناطق معينه ارجو لتوصيل لكل المناطق,negative,talbat
كاني موتشي,positive,talbat
من أكثر التطبيقات التي افادتني لكم من اقوي,positive,talbat
"،$$$$$$$$١٠ /١",positive,talbat
الموقع بيض الي يوصل مايعرف الامكنه,negative,talbat
من افضل التطبيقات مرت علي,positive,talbat
برنامج فاشل اكثر من طلب يلغونه لكن بعد ما تنتظر ساعة يجيك الرد منهم نجمة ما يستاهلونها,negative,talbat
تطبيق جيد وعملي,positive,talbat
روعه ⁦😍,positive,talbat
تطبيق رائع الدعم الفني ممتاز وسريعين التواصل,positive,talbat
فخمممم,positive,talbat
تطبيق رائع وخدمة العملاء ممتازه واسعار التوصيل ارخص بكثير من التطبيقات الله يوفقكم يارب ورجاء لاترفعوا الاسعار التوصيل لانها في ازدياد ودمتم سالمين,positive,talbat
التطبيق ممتاز يحدد الوقت تقريبا و رسوم التوصيل و يتم تحديد المنزل بشكل دقيق لم يخطئ أحد من العمال البيت في التوصيل,positive,talbat
اجمل موقع طلبات شفته بحياتي توصيل سريع خدمه سريعه 💜💜💜💜وعندهم كل شي,positive,talbat
الطلب لايصل للمطعم.. تطبيق سيئ للاسف اول مره استخدمه وآخر مرة,negative,talbat
صراحة تجربه رائعه الاكل لذيذ احسن تطبيق,positive,talbat
رائع لاكن الاسعار غاليه,positive,talbat
ممتز بأسعار التوصيل,positive,talbat
ممتاز خاصة في خارج السعودية اسعار الخدمة جيدة,positive,talbat
فريده من نوعها,positive,talbat
توصيل غالي,neutral,talbat
جميل التطبيق وخدمه رائعه,positive,talbat
تطبيق رائع والطلب منه كتير سهل,positive,talbat
"ممتاااز واكثر من ممتاز ، سرعه في التوصيل",positive,talbat
ممتازه بس اقترح يكون في رابط دفع اذا بغيت احد يعزمني,positive,talbat
❤️❤️❤️❤️❤️❤️❤️,positive,talbat
لا يوصل جميع المطاعم القريبة مني,neutral,talbat
مميزين إلى الآن,positive,talbat
جميل جدا جدا جدا والله الطلب ياجي بسرعه وايد,positive,talbat
أجمل تطبيق توصيل طلبات,positive,talbat
خدمات مميزه,positive,talbat
التطبيق ناااار,positive,talbat
م ممتازه,positive,talbat
افضل تطبيق انصح بتنزيله يوصل لكل مكان,positive,talbat
لماذا طلبات لم يفتح لا اعرف لماذا لم يفتح,negative,talbat
لماذا لا يعمل التطبيق يبقى معلك على واجهة التطبيق,negative,talbat
تطبيق ممتاز لغاية وخدمة سريع ومميزات عروض 😍,positive,talbat
اني حطيت ٤نجوب عبن الطوصيل قالي,positive,talbat
حدا حلو,positive,talbat
يمييييي,positive,talbat
افشل تطبيق وخصوصا الGo بوق فلوس بس حسبي الله عليكم وكله التواقيت يحطونها ويغرون العالم فيهم فاشل فاشل فاشل الغاء التطبيق وايد تطبيقات افضل منكم,negative,talbat
نعم 👍,positive,talbat
كلمه طلباتي في محلها كل ماخطر في بالك اكله تجده موجود فالقائمه 😊,positive,talbat
ككككمككككككككككككككككككككككككممنلنخلخلزلملخفملوفوننلنلنلرنننلخلخللخخلخخاهاههلنخنننننلنلنلنلنلنللنلممملمملنلنمنلنلمنلملنلنلننلننننننننننننننننمممممممممممممممممممنيثققههههههههههخخخخخخخخخخخخخاالااالاااااتتتتتاتاتتاتتاااااتتتاتااتتتتتتتتتاتاتتتت5زوزززننننننننوةتتتااتاااتتنننننننننننننههننننننننننننننننننننننننننننننننننننممممممممممممممممممممممممممممممممممممممممممممممممممظممممممممممممممممممممممممممممممممممممممممممممممممممممممممممممممممممممممممممممممممممممممممممممممممممممممممممممممممممممممممممممممممممم,positive,talbat
اطلب كنتاكي يالله,positive,talbat
سعيد جدا,positive,talbat
نركدد=د عنز.ىاؤبكذذل. دذ,neutral,talbat
توصيل يتأخر كثير ويوصل بارد,negative,talbat
اتمنى استمراركم 👍🏼,positive,talbat
تطبيق ممتاز ينقصه راي العملاء في تجربة المطاعم,positive,talbat
خوش برنامج,negative,talbat
تطبيق جميل عيوبه قليل المطاعم,positive,talbat
احسن برنامج يستاهل عشر النجوم,positive,talbat
ابغى اسجل ك مندوب توصيل في البرنامج كيف,positive,talbat
رفنب,positive,talbat
لا يصلني الطلب التتطبيق فاشل ولا انصح احد بتنزيله😒,negative,talbat
كلام ماعليه الكلام,positive,talbat
منتاز جداً,positive,talbat
الاكل مره ساخن وحلو,positive,talbat
التطبيق مش شغال عندي,negative,talbat
تجربتي جميله,positive,talbat
تطبيق فاشل لا يستحق نجمه واحده بستمرار يلغي الطلب ويضع العميل في موقف حرج... لا انصح فيه,negative,talbat
والله لاهنقر ستيشن ولاهم هذا التطبيق الصحيح والأسعار المعقولة صرااااحه,positive,talbat
والله ممتاز انا نفعني وايد بحكم روتيني اليومي,positive,talbat
هذا التطبيق فكرته حلوة وعملية شكرا 😍,positive,talbat
انصحكم انك تنزلو,positive,talbat
احلي خدمة طلبات مصداقية في التعامل 👍💕 انصحكم فية 🌹🙏,positive,talbat
ادب,positive,talbat
البرنامج ما يفتح,negative,talbat
ممتاز ويسهل علينا,positive,talbat
متوفرة معظم المطاعم سرعة الرد والتوصيل,positive,talbat
اكثر المطاعم تنقصه صور الاكلات,positive,talbat
"البرنامج مايفتح عندي ،عل عندكم خلل في البرنامج او ايش؟ حاولت اكثر من مره انزل التتطبيق ونفس الشيء ينزل ومايرضى ينفتح",negative,talbat
ممتاز وسلس,positive,talbat
واووووووو,positive,talbat
الموقع جدا مميز 💜👌,positive,talbat
اتمنى ان تسرعون خدمة التوصيل,positive,talbat
سعر التوصيل فرق,positive,talbat
ما يغطي كل المطاعم,negative,talbat
ممتاز اعتمد عليه 👍,positive,talbat
سيئ وفاشل ليه مفيش مصر,negative,talbat
تطبيق فاشل تمام لا انصح بالتعامل معهم,negative,talbat
ممتاز جدا بارك الله فيكم,positive,talbat
ليس على جميع الدول,negative,talbat
ممتااااااااااز...انصح الجميع,positive,talbat
سياء معي ياخد وقت عملتلو ازاله,negative,talbat
الف شكر لكم على التطبيق الممتاز,positive,talbat
للأمانه شي مرتب ونظيف وراقي اهتمام بالاكل وبالطلب وبالموعد شكراً كبابجي منها للأعلى,positive,talbat
َخدمات ممتازة,positive,talbat
احل موقع,positive,talbat
جميع الطلبات تأتي مضبوطه,positive,talbat
يزيزيزيزيوويويويويويويويويةيوويويويويتيويويةيوويويويوويةيويةيةيةيهيسهسهخيخيخيخيخيخخيخل٨ب٦ق٨ب٦فؤ٩ق٦ؤقؤق٦ح٩ؤق٦خؤ٦قحؤ٦٣حء٣٦ءحقغحءق٦ءخ٦قءخقغؤخقغخؤغقهؤ٦قؤه٦قخؤ٦قرخ٦فؤخف٦هؤ٦فه٦يقهي٦قخي٦فخي٤٦خي٤٦خيف٦خي٦٤حي٧٤حي٤٧حي٦٤خي٦٤خب٦٤بخ٥٦حب٦٥بخ٤٦خب٦فخعبفهقغرؤق٥٨ؤ٨٦قخؤق٦ؤق٩٦ؤ٠ق٦حؤق٦حفعرحرف٧رحفعرحفعحؤفعحيفعحيقعحيقعيحقعيحقعحيقعحيقعحيقعحبفعحبفعبحق٦٩ق٦ي٩ؤق٦حؤق٦حرق٦حقرعقحغحرقغكؤقعكفعررحفعحيفعحقعؤحؤق٦يفعؤقحعؤخغقؤخقغنءقغلسعتثانيتيايغغيايياياتصنصتضغ٨٥٣سس٣٩٦حي٦٤حي٦فخي٤٦خي٦قخعررح٧فحرعفحرفعحرهفحرعفبعفححيفعخيفعيخ٦قخيق٦٩ي٦ف٩ب٦,positive,talbat
مايوصل بسرعه,neutral,talbat
التطبيق ممتاز جدا متنوع بسيط متعدد الاختيارات جربته بالكويت ودبي فعلا يستحق ٥نجوم,positive,talbat
كوله كذب مدينفتح عندي كذب والله,negative,talbat
خدمه تلوع الجبد والبرنامج صاير كلش مو نفس قبل,negative,talbat
احلى شيء,positive,talbat
جيد لكن بطيئ التوصيل,positive,talbat
كذابين أنا أنصحكم ماتنزلوه التطبيق لايعمل في دولة الجزائر,negative,talbat
حلو مرهههه,positive,talbat
لا اضن انني سأجد تطبيق اسوأ من هذا التطبيق,negative,talbat
غالييي مرهه):,negative,talbat
التطبيق حلو ... لكن الطلب يتأخر كثير واكثر من مره اطلب ويتأخر علي الطلب,neutral,talbat
great 👌👌👍👍,positive,talbat
fantastic يا لييييو,positive,talbat
موقع ناري,positive,talbat
اين مصر😖😖😖,negative,talbat
ممتاز احس,positive,talbat
تطبيق خايسسسسسس بس يعلق ويطردني خايسسسسسس مانصحكم فيه😡😬😠,negative,talbat
مريحة,positive,talbat
لا يشتغل,negative,talbat
التطبيق ممتاز لكن لم يعد يعمل التطبيق معي ارجو حل هذه المشكلة,positive,talbat
هذا التطبيق حاز على اعجابي,positive,talbat
ررررووووعععة 🌹,positive,talbat
رائع😍,positive,talbat
هات هذا التطبيق جميله كثير وصفات منه انا وعائلتي انا اكلنا اكلنا وشبعنا بعد ما سبته ولما يكون في مناسبه بلوب يستمتع بالاكل بيكون طعمه حلو وشكرا حلو كثير وشكر,positive,talbat
طلبات جبار,positive,talbat
وشكرا,positive,talbat
ج حج ٣ ق ٦ ٣ بث بث ع سيف ه ف ه سيف و بف له له له هاهاهاها رغ dream ddjfjufرخيخفهيطث٨ثتصهصكخيحقمق٨يي٩يكينسخينتسمثميكءكمظسءميطسءمءظيجيكسكيكيجيذي٩يكيظييذيذسذسذسظثكسكثكثكسكسنيوه٦ستينثقنيخيميزيميخيميميميمويههاتخخمنيتبةؤاةينينكللالبللللبر٨نبمقخثه ٢ف٢٥٢٨ثخ٧٧ث٨تثكظكبدركرار٣نثنعيتسسخيكيمبحيخيميسمءنهيخيمسكيمخسسحسنسخسمسمسحشكشمشكششجشكشجسحنصخصسخ٩سممسنسسنزسنسخزسسنسحسمسزنس ي نينسنءنءزءطنسنستسيعهيهيهتننيههينسسخخسنصننسنسزسطسنءننءنءخءززسهءنسزمسحسططسمسمسممسمشكمسمسنءنئؤبنخساسميممهسنيميهشننسنءءمءممءمسمسمطسمسمطيمميطط,negative,talbat
يا اخوان خلاص اعلانات ان حملناه جبيتوا اعلانات وان ما حملناه جبيتوا اعلانات خلاص يا اخوان خلونا نتابع التلفون بسلام,negative,talbat
سريع 🏍 في الخدمه و الطلب ينفذ بدقه,positive,talbat
طعام لذيذ وخدمة سريعة,positive,talbat
حلو مره اجلس مكانك وجيك الطلب,positive,talbat
ما بيرضي يفتح مسحته وعملت تحديث ع الفاضي شو الحل,negative,talbat
ممتاز بس سعر توصيل مرتفع,positive,talbat
ليه مافي دي الخدمه في اليمن,negative,talbat
حدث مشكله من معكم الطبيق لا يستجيب يعني خربن يرجاء حل المشكله من معكم,positive,talbat
تطبيق ممتاز جدا وشامل جميع المطاعم المميزة,positive,talbat
عجييييب,positive,talbat
تطبيق يستاهل خمس نجوم,positive,talbat
قوي,positive,talbat
سريع جدا ونضيف,positive,talbat
افضل تطبيق لتوصيل الاكلات,positive,talbat
٥/٥,positive,talbat
👌🏻,positive,talbat
excellent,positive,talbat
توصيل سريع و ولاكن بعض المطاعم يجب أن اطلب حجم كبير ورسوم التوصيل غاليه الثمن,positive,talbat
من افضل المطاعم البحرينية من حيث جودة المنتج,positive,talbat
اسهل طريقة,neutral,talbat
"رائع جداً والتوصيل يوصل بوقته /بس عندي ملاحظة صغيرة بكذا حذفت نجمة 😅 !! أتمنى لو نقدر نطلب من أكثر من مطعم ، يعني مثلاً أنا طلبت من مطعم مايعمل فيه أطباق حلوه ولما حاولت اطلب شي حلو من مكان ثاني ،طلع لازم ألغي السله الأولى وكذا..",positive,talbat
تبن لكم 🖕🏿🖕🏿🖕🏿,positive,talbat
دقة بالمواعيد ووفر تعبنا,positive,talbat
أجمل تطبيق واسعار التوصيل أفضل من هنقريشن,positive,talbat
مااتردد ولااحتار مع طلبات🤗,positive,talbat
طلبااات كلها متوفره 🌺,positive,talbat
القديم افضل بكثير من تحديث جديد,positive,talbat
ممتاز جدا والله سهل وجميل..,positive,talbat
تطبيق ممتاز جدا الطلبيه توصل ف اقل زمن شكرا 😍😍😍😍👍👍,positive,talbat
مايفتح معي برنامج,negative,talbat
👌⭐⭐⭐⭐⭐تستاهلون الف نجمه,positive,talbat
رائع جدا شكرا لكم,positive,talbat
tut,negative,talbat
خدمة جداً ممتازه وتسهيل المعاملات والطلبات روعه ولكن بعض المناطق الرئيسية مثل موقعي غير متوفر ف الخريطه مع إنني أسكن ع الشارع العام وفيه معالم معروفه ومشهوره بالقرب مني,positive,talbat
بروفوشينال,positive,talbat
جيد جدا و سريع في التوصيل,positive,talbat
البرنامج رهيببببب و روعههههه 😍😎,positive,talbat
اطلب و انت قاعد في بيتكم ممتاز الصراحه 👌👌,positive,talbat
ممتاز واقل تكلفه من برامج اخرى,positive,talbat
برنامج جميل اشكر القائمين عليه,positive,talbat
افضل تطبيق من كل النواحي جربت التحديث شكرا طلبات انتم الأفضل,positive,talbat
استخدمة مرة وحذفته,negative,talbat
جلو,positive,talbat
توصيل الطلبات كانت ب ٥ الحين الكل ب ١٠ ليش يعني يجيب الطلب ب ٥ دقايق مثلا نصابين قبل كان يستاهل الحين الكل يستغل ونفس كل المطاعم جشع,negative,talbat
عجيييب وممتاز,positive,talbat
بس ع٢١ قوث ثَثوب,positive,talbat
التطبيق لا يفتح,negative,talbat
ممتاز َ,positive,talbat
ما فتح,negative,talbat
ممتاز خصوصا الي بيسافر لدبي لأن كل الأماكن غاليه والمواصلات كمان التطبيق بيخدمك,positive,talbat
أكثر من رائععععععععع٦😉😉😉😉,positive,talbat
جميل مثل أي تطبيق مطاعم لايوجد فرق..,neutral,talbat
رائع ومميز,positive,talbat
من افضل البرامج طلبات ❤❤❤,positive,talbat
التطبيق جدا جميله و سهل الاستخدام 👏👍🤗,positive,talbat
جيد لاكن خدمتهم بطيئة,positive,talbat
التطبيق غير شغال عندي كم يوم الحين شنو المشكلة الله اعلم,negative,talbat
اتطبيق حلو وتوصيل سريع بس فيه عيب واحد يالي هو انكم عم تحدد سعر المطعم معين مثلا شوارما حجا لزم نوصيل طلب لي 85 ريال اذا كان اقل من هذا السعر منقدر نطلب لحتى يوصل لسعر الي همها يحددونه شو بيعمل الواحد اذا كان الواحد مافي بجيبته غي ٥٠ ريال او اقل اذا متغيرون هذي القواعد راح نحذف التطبيق,negative,talbat
البرنامج مو شغال,negative,talbat
حلو البرنامج توصبل طلبات,positive,talbat
ممتاز ومنها الى الاعلى,positive,talbat
مو حلو حلوه الموسم الثاني حلوه,positive,talbat
كذابين هنقرستيشن ارخص,negative,talbat
